term,estimate,std.error,statistic,p.value,n,df,N,code,outcome,upper,lower
post24,-0.045693441139411886,0.02320545172097001,-1.969082166072217,0.04895710634863705,5436,20496,3870,lefrd,cognitive,-0.015950843103022014,-0.07543603917580176
post36,-0.02246918345469638,0.02462284267883791,-0.9125340947740169,0.36149836313785544,4700,20496,3870,lefrd,cognitive,0.009090695884283378,-0.05402906279367614
post48,-0.029459579137726264,0.027660584982043584,-1.0650381818334838,0.2868711980317833,4070,20496,3870,lefrd,cognitive,0.005994642787756726,-0.06491380106320925
pre24,-0.006567573167763524,0.021575282902130066,-0.30440264433868097,0.7608242868374471,4447,20215,3796,lefni,cognitive,0.021086373291637643,-0.034221519627164694
pre12,-0.002142985992675198,0.02140752488084885,-0.10010433268688204,0.920262488310085,5091,20215,3796,lefni,cognitive,0.025295422071265804,-0.029581394056616202
post03,0.20285360545687767,0.031102749033100452,6.522047464068046,7.099510684441844e-11,1709,20215,3796,lefni,cognitive,0.2427288046040452,0.16297840630971014
post06,0.1903556236922195,0.03311775891419148,5.7478413374960935,9.169097536368123e-9,1371,20215,3796,lefni,cognitive,0.23281821450904594,0.14789303287539307
post09,0.18540164899729158,0.03765055064658556,4.924274567392156,8.534169841898765e-7,1046,20215,3796,lefni,cognitive,0.23368329261516757,0.1371200053794156
post12,0.09027691451698792,0.03800575477013979,2.3753485508441035,0.01754165569877947,1055,20215,3796,lefni,cognitive,0.1390137952353524,0.041540033798623435
post24,0.08916213044650262,0.02357710061126289,3.7817258329003125,1.5619310456296896e-4,5116,20215,3796,lefni,cognitive,0.11938130341144662,0.05894295748155861
post36,0.0888567513663021,0.024597600478085242,3.6124154242389337,3.040931494281396e-4,4553,20215,3796,lefni,cognitive,0.12038442012771543,0.05732908260488877
post48,0.06477021255504938,0.028053932497189103,2.3087748058686284,0.020966116831096032,4034,20215,3796,lefni,cognitive,0.10072866357563567,0.02881176153446307
pre24,-0.008674884490476547,0.020644115436759636,-0.4202110047800713,0.6743362158557337,4436,18427,3375,lefnw,cognitive,0.017785555263589492,-0.03513532424454259
pre12,-0.06801903988541133,0.020130775979101817,-3.3788583190247277,7.293830057953697e-4,5080,18427,3375,lefnw,cognitive,-0.042217056502909495,-0.09382102326791317
post03,-0.3445286215251412,0.03419579260422807,-10.075175782957071,8.198837468544277e-24,1517,18427,3375,lefnw,cognitive,-0.3006858454146238,-0.3883713976356586
post06,-0.3014841280214609,0.036356681638593694,-8.292399482944742,1.1854001697771156e-16,1270,18427,3375,lefnw,cognitive,-0.2548668983148127,-0.34810135772810913
post09,-0.37157757656452367,0.04000196954583616,-9.288982037215753,1.7267380601734157e-20,988,18427,3375,lefnw,cognitive,-0.3202786553127414,-0.42287649781630593
post12,-0.3256404346941085,0.03393299940655016,-9.596570901163822,9.292195973687707e-22,1382,18427,3375,lefnw,cognitive,-0.28213273431096964,-0.3691481350772474
post24,-0.10966126204530895,0.020753278432460245,-5.284045236620907,1.2779962451851803e-7,5187,18427,3375,lefnw,cognitive,-0.08306147728571955,-0.13626104680489834
post36,-0.038819079110704896,0.022826450273105384,-1.7006183022877794,0.08903155854526379,4581,18427,3375,lefnw,cognitive,-0.009561586077455973,-0.06807657214395382
post48,-0.016909994606338664,0.025446207245523454,-0.6645389013450522,0.5063537751044724,4055,18427,3375,lefnw,cognitive,0.01570594686614931,-0.04952593607882664
pre24,1.0712140266889572e-4,0.03502026994366017,0.003058840004409739,0.9975594770365259,2133,8196,1885,levio,affective,0.04500131359058026,-0.044787070785242473
pre12,-0.029980062885049057,0.03237980669131146,-0.9258876425934214,0.35453163513172103,2496,8196,1885,levio,affective,0.01152731891648167,-0.07148744468657978
post03,-0.23267842591676438,0.04083594997807674,-5.697882038783977,1.2550252616720011e-8,1046,8196,1885,levio,affective,-0.18031194654848148,-0.2850449052850473
post06,-0.04226969565428293,0.04892659373023144,-0.8639411091511311,0.38764552464407276,646,8196,1885,levio,affective,0.02049654216751541,-0.10503593347608127
post09,-0.12927504815595586,0.05594837115653975,-2.3106132579669394,0.020878930208658265,548,8196,1885,levio,affective,-0.0574876281082778,-0.20106246820363394
post12,-0.08676702068629921,0.050269008136557033,-1.7260539625248703,0.08437539248490081,640,8196,1885,levio,affective,-0.022278024940180274,-0.15125601643241815
post24,-0.053936677333466965,0.03247179691073739,-1.661031493937184,0.09674536998230805,2626,8196,1885,levio,affective,-0.012311920045748902,-0.09556143462118502
post36,0.007859434089888057,0.03554789825320013,0.22109419898490137,0.825024594618387,2323,8196,1885,levio,affective,0.05342886302489791,-0.03770999484512179
post48,0.020511091190008247,0.04152819428248605,0.49390761010426404,0.6213846654510171,2050,8196,1885,levio,affective,0.07374877742776559,-0.03272659504774909
pre24,-0.0339278441572901,0.045102413845776033,-0.7522400968006625,0.451937460104863,1342,5753,1407,lercl,affective,0.023901712779401424,-0.09175740109398163
pre12,-0.07302711910869808,0.04426073238573625,-1.649930201612124,0.09901180348774966,1605,5753,1407,lercl,affective,-0.016281337766629683,-0.12977290045076648
post03,-0.11076191607695422,0.06046081424552868,-1.8319620312613554,0.06700874834374981,684,5753,1407,lercl,affective,-0.033203249151260425,-0.18832058300264803
post06,0.02941305255186482,0.0639249119086074,0.46011878113991417,0.6454483528790464,482,5753,1407,lercl,affective,0.11144879250747036,-0.05262268740374073
post09,0.035012563292959584,0.07289269521136288,0.48033020581054947,0.6310108768573045,319,5753,1407,lercl,affective,0.1286227791740101,-0.05859765258809095
post12,-0.007112333589077285,0.06887201816662167,-0.10326884238923359,0.9177532030046331,367,5753,1407,lercl,affective,0.08131030901005346,-0.09553497618820803
post24,0.03839790640295299,0.04813269538099079,0.7977510110127265,0.4250479208514557,1717,5753,1407,lercl,affective,0.1001061930142143,-0.02331038020830832
post36,0.04526253851023275,0.05265679398612175,0.8595764208919018,0.3900583932809246,1537,5753,1407,lercl,affective,0.11277397044675365,-0.02224889342628815
post48,0.007040134586443515,0.0605957309636175,0.11618202263572838,0.907512339268147,1325,5753,1407,lercl,affective,0.08473545399671545,-0.07065518482382843
pre24,-8.501654828575257e-4,0.009340897233275166,-0.09101539837404198,0.9274805887926083,23702,78210,12725,leinf,affective,0.011121009650486808,-0.012821340616201861
pre12,-0.008477707116894021,0.008912447083072726,-0.9512210325484681,0.3414951232149873,26939,78210,12725,leinf,affective,0.0029443334951406493,-0.01989974772892869
post03,-0.0692137037277351,0.01208535537150928,-5.727072278809732,1.0255175609236345e-8,11077,78210,12725,leinf,affective,-0.053724773840973995,-0.0847026336144962
post06,-0.060680357545538924,0.01453217983420244,-4.175585372452089,2.9754218901246217e-5,6655,78210,12725,leinf,affective,-0.042054770619588074,-0.07930594447148978
post09,-0.03998117036512375,0.01720723568140423,-2.323509197257709,0.020154364211091205,4474,78210,12725,leinf,affective,-0.017925953311113862,-0.06203638741913363
post12,-0.08036670635861444,0.014905648036081147,-5.391694890693508,6.999778647569145e-8,6481,78210,12725,leinf,affective,-0.06126240221957697,-0.09947101049765192
post24,-0.015764123708927522,0.009025625128401474,-1.7465963281946657,0.08071131013409187,27192,78210,12725,leinf,affective,-0.004197038678127759,-0.027331208739727286
post36,-0.01516167335068749,0.0095136913117833,-1.5936688351354025,0.11101426895268178,24139,78210,12725,leinf,affective,-0.0029690536758261044,-0.027354293025548877
post48,0.003941563439314109,0.010539056290490166,0.3739958617424548,0.708408408835735,21347,78210,12725,leinf,affective,0.017448325521120165,-0.009565198642491946
pre24,0.00563780473519691,0.010515686961797034,0.5361328038461751,0.591868511746809,18103,68470,12060,ledrl,affective,0.019114691634274955,-0.007839082163881133
pre12,0.0015211090886311242,0.010228559277406268,0.1487119590723869,0.8817813621484116,20298,68470,12060,ledrl,affective,0.014629961889675346,-0.011587743712413097
post03,-0.098750518325867,0.015023750136162724,-6.572960641043332,4.967717892886196e-11,7116,68470,12060,ledrl,affective,-0.07949502003446096,-0.11800601661727303
post06,-0.045353760609664256,0.016579810691931016,-2.735481209790701,0.006230517858873239,5143,68470,12060,ledrl,affective,-0.024103148183952833,-0.06660437303537568
post09,-0.03902235137424634,0.01878061163707852,-2.0777998144216236,0.03773151796558028,3835,68470,12060,ledrl,affective,-0.014949881456319678,-0.063094821292173
post12,0.0011017217856819216,0.01663299379117406,0.06623713082046159,0.9471892289382411,5243,68470,12060,ledrl,affective,0.02242044759815356,-0.020217004026789717
post24,0.005867653807675712,0.01082698574708971,0.5419471258889331,0.5878566944378845,19945,68470,12060,ledrl,affective,0.019743453942425503,-0.00800814632707408
post36,-0.012261224707860162,0.01148573413788202,-1.0675177189954654,0.2857418804956951,17469,68470,12060,ledrl,affective,0.0024588925343482816,-0.026981341950068606
post48,-0.004780135660960128,0.012578364310517415,-0.3800283997946547,0.7039255126234145,15185,68470,12060,ledrl,affective,0.011340388151724785,-0.020900659473645042
pre24,0.014600909946646675,0.04859599257033798,0.30045502055572326,0.7638418540300151,1197,5314,1447,ledhm,affective,0.07691359822435971,-0.047711778331066365
pre12,-0.021953028086905302,0.04769273134220087,-0.4603013387803224,0.6453187741983772,1480,5314,1447,ledhm,affective,0.03919497836676096,-0.08310103454057156
post03,-0.03676640360966601,0.08857730114084521,-0.4150770359463131,0.678102266782227,227,5314,1447,ledhm,affective,0.07708277354530282,-0.15061558076463483
post06,-0.01204489273500634,0.07093462683094388,-0.16980272221227763,0.8651717496369882,441,5314,1447,ledhm,affective,0.07899818093485239,-0.10308796640486506
post09,-0.06491515412998601,0.0639681048503653,-1.0148050232508226,0.3102449802086653,545,5314,1447,ledhm,affective,0.017162942861621622,-0.14699325112159364
post12,-0.0638144472385331,0.08143739827719979,-0.7836012518636586,0.4333090441782236,295,5314,1447,ledhm,affective,0.04078681897032711,-0.1684157134473933
post24,-0.06470058336744317,0.06055649690632535,-1.068433391507575,0.2853735934214911,1557,5314,1447,ledhm,affective,0.012938651764140566,-0.14233981849902688
post36,-0.06942661340663085,0.07262194719518564,-0.9560004390963698,0.33911550025857484,1266,5314,1447,ledhm,affective,0.02369078392378303,-0.16254401073704472
post48,-0.09189717628095191,0.09083140822629643,-1.0117334749671638,0.3117115688903218,1130,5314,1447,ledhm,affective,0.024576108092978402,-0.20837046065488224
pre24,0.012993197696774447,0.010881119709958118,1.1941048387587732,0.23244181661398183,17622,58330,9734,ledfr,affective,0.026938436489362724,-9.520410958138298e-4
pre12,0.00980283883097885,0.010322469963526997,0.9496601942767389,0.3422888764923214,19719,58330,9734,ledfr,affective,0.02303205957946993,-0.0034263819175122338
post03,-0.008454118853904312,0.01358694201217973,-0.6222238121223888,0.5337971425745465,7892,58330,9734,ledfr,affective,0.008959705750407537,-0.02586794345821616
post06,-7.768333702137108e-4,0.016963628308623736,-0.04579405750235608,0.9634745520353396,4969,58330,9734,ledfr,affective,0.020965822168976682,-0.022519488909404105
post09,-0.0012348382247512517,0.020391665525854648,-0.060556025852110854,0.951713002962149,3121,58330,9734,ledfr,affective,0.024903666950499587,-0.02737334340000209
post12,-0.018089627668757557,0.01926785653034429,-0.9388500293361028,0.3478116359096284,3656,58330,9734,ledfr,affective,0.006607587748875023,-0.042786843086390136
post24,-0.011877801710691336,0.010602145609653363,-1.120320560385105,0.2625817962203921,19252,58330,9734,ledfr,affective,0.0017098608513166514,-0.02546546427269932
post36,-0.004001371600780534,0.011490565657524411,-0.3482310375347188,0.7276679368901997,16933,58330,9734,ledfr,affective,0.010724955347440047,-0.018727698549001116
post48,0.020508993335318422,0.012507196870032022,1.6397753668097426,0.10105727421359673,14629,58330,9734,ledfr,affective,0.03653833494289456,0.004479651727742281
pre24,0.02235934632966133,0.03222182355362621,0.6939193336605878,0.48775605050999826,2186,6932,1562,lejlf,affective,0.06366576304496434,-0.018947070385641678
pre12,-0.0376598394713609,0.03027696634242801,-1.2438445465583867,0.21359884147864955,2500,6932,1562,lejlf,affective,0.0011519138231722292,-0.07647159276589403
post03,-0.06746536592494533,0.044154907657639075,-1.5279245162971913,0.12657690592504367,870,6932,1562,lejlf,affective,-0.010835525528534729,-0.12409520632135593
post06,-0.09018310867509874,0.050834113293710965,-1.7740667207871983,0.0760960012387077,640,6932,1562,lejlf,affective,-0.024969152054939645,-0.15539706529525782
post09,0.04923310680796798,0.05687974652973956,0.8655648066614795,0.3867588165948854,412,6932,1562,lejlf,affective,0.12224478933149759,-0.02377857571556162
post12,0.02024649434546813,0.05210464611356652,0.3885736849903782,0.6976034698314506,616,6932,1562,lejlf,affective,0.08709308905159444,-0.046600100360658175
post24,0.029036914778004137,0.030676641867197013,0.9465480251622241,0.34390213232954814,2400,6932,1562,lejlf,affective,0.06836144173346251,-0.010287612177454226
post36,0.024707557287605708,0.03398378117107065,0.7270396770515488,0.46722620164903805,2061,6932,1562,lejlf,affective,0.0682734959162985,-0.01885838134108709
post48,0.0014608391166736068,0.040729366393697855,0.0358669737838015,0.9713894627485442,1808,6932,1562,lejlf,affective,0.05367671133187041,-0.050755033098523195
pre24,-0.125230028954732,0.09293935277970779,-1.3474381433617484,0.17813927133826016,320,1017,335,lejls,affective,-0.005876284729115264,-0.24458377318034874
pre12,0.004694116796699909,0.10387633730139018,0.04518947162220638,0.9639651573687678,384,1017,335,lejls,affective,0.13804701291802815,-0.12865877932462835
post03,-0.11453453361216011,0.1532492208299823,-0.7473743291603876,0.45501039785614505,120,1017,335,lejls,affective,0.08295868607130953,-0.31202775329562976
post06,-0.1314950095901246,0.14678663610227388,-0.8958241232431078,0.3705586853988617,117,1017,335,lejls,affective,0.05769715579005455,-0.32068717497030375
post09,-0.05143085549197278,0.16590997066485,-0.3099925537077382,0.7566301277746377,75,1017,335,lejls,affective,0.16310679554460633,-0.2659685065285519
post12,0.20835435302890334,0.1366549044678401,1.5246752675308244,0.12765100823352357,108,1017,335,lejls,affective,0.3845727174007462,0.032135988657060466
post24,0.07686047677139632,0.11446048997185075,0.6715022519150372,0.5020531201864159,381,1017,335,lejls,affective,0.22380295128593278,-0.07008199774314014
post36,0.020423121847488245,0.11998123290737239,0.1702193030743004,0.8648715268583742,327,1017,335,lejls,affective,0.17449748168243476,-0.1336512379874583
post48,0.12324371582174859,0.14809137085683752,0.8322140250892162,0.4054835191677655,274,1017,335,lejls,affective,0.3134908179711593,-0.06700338632766209
pre24,-0.022844101221584444,0.01899813340315288,-1.2024392468890284,0.22920448875786992,5794,25655,5327,lepcm,affective,0.0015057630801339657,-0.04719396552330285
pre12,-0.04479705278656986,0.01816639850808122,-2.465929213577592,0.01367232579194538,6907,25655,5327,lepcm,affective,-0.02151364915924338,-0.06808045641389635
post03,-0.04210877565047984,0.023647229873281467,-1.7807064876574699,0.07497224254519914,3010,25655,5327,lepcm,affective,-0.011796976525627789,-0.07242057477533188
post06,-0.059280917671439864,0.027761384892266008,-2.1353732136019925,0.03273997977577309,1975,25655,5327,lepcm,affective,-0.023691361372632065,-0.09487047397024767
post09,0.0062484272326780044,0.03178459824145158,0.19658663561552206,0.8441525869321483,1401,25655,5327,lepcm,affective,0.04700125838492044,-0.034504403919564434
post12,-0.04531959375711195,0.03288800939936176,-1.37799747034831,0.16821608755281664,1341,25655,5327,lepcm,affective,-0.003151125387857008,-0.0874880621263669
post24,-0.021897121304253787,0.019189872499000876,-1.1410769563682024,0.253848550873621,7265,25655,5327,lepcm,affective,0.002697926535752744,-0.04649216914426032
post36,-0.03051578877139999,0.02090059337213555,-1.4600441350188325,0.1442901894654076,6530,25655,5327,lepcm,affective,-0.003727890252814548,-0.05730368728998543
post48,-0.006597145144849963,0.024473715601332525,-0.269560423611802,0.7875006188457974,5825,25655,5327,lepcm,affective,0.024770741344132187,-0.037965031633832115
pre24,0.03543420437963096,0.011761440911960989,3.012743476319774,0.002590327616761065,13930,47929,8592,leins,affective,0.05050781227163893,0.020360596487622992
pre12,-0.06796254499597797,0.01139452226293934,-5.964492712171532,2.4711033124823383e-9,15633,47929,8592,leins,affective,-0.053359260029657817,-0.08256582996229812
post03,-0.4461382483269649,0.017832241119855485,-25.0186303184409,2.9261415922668395e-137,5410,47929,8592,leins,affective,-0.42328252045748915,-0.4689939761964407
post06,-0.30512686366825836,0.01952305586321106,-15.629052429401415,6.310855340493904e-55,3869,47929,8592,leins,affective,-0.28010278712844267,-0.33015094020807406
post09,-0.24419386231948872,0.021424467094510864,-11.397896677768632,4.683170248557337e-30,2937,47929,8592,leins,affective,-0.21673112388840635,-0.27165660075057113
post12,-0.2566129353217259,0.018920606444280265,-13.562616826127181,7.970613360905194e-42,4209,47929,8592,leins,affective,-0.23236139536742445,-0.28086447527602737
post24,-0.06444316187216936,0.01188870820331627,-5.420535248244499,5.970697411248231e-8,15051,47929,8592,leins,affective,-0.04920650047451425,-0.07967982326982448
post36,-0.050397153923152034,0.012648630319588652,-3.9843961480242713,6.775189417731083e-5,13025,47929,8592,leins,affective,-0.034186459707492345,-0.06660784813881172
post48,-0.024069527561585525,0.014446641549342056,-1.6660984824311451,0.09570033545166103,11152,47929,8592,leins,affective,-0.00555431461071065,-0.0425847405124604
pre24,0.003901674241970196,0.009776787562208454,0.3990752808265844,0.6898389111987946,23302,72488,12986,lemvd,affective,0.01643148687422694,-0.008628138390286547
pre12,-0.03425547067419607,0.009218665069476571,-3.7158819000396845,2.0264819446906259e-4,26863,72488,12986,lemvd,affective,-0.02244098547875712,-0.04606995586963502
post03,0.008025855402250445,0.01333652212211188,0.6017952303279744,0.5473123325656434,9075,72488,12986,lemvd,affective,0.025118540568189622,-0.009066829763688734
post06,0.028843927607215828,0.0136940614912918,2.1063091928978115,0.03518093161684311,8462,72488,12986,lemvd,affective,0.0463949438499964,0.011292911364435252
post09,0.027137900624348024,0.014713549509630039,1.8444156256507807,0.06512666941529487,7419,72488,12986,lemvd,affective,0.045995752380572644,0.008280048868123408
post12,0.024113506474549424,0.014886419898771328,1.619832480779322,0.10527261697384864,6541,72488,12986,lemvd,affective,0.04319314840543724,0.005033864543661611
post24,1.563504405131438e-4,0.009293114881516913,0.01682433097045958,0.9865768056387025,28427,72488,12986,lemvd,affective,0.012066233140354762,-0.011753532259328472
post36,0.009041793388083653,0.009828527256433869,0.9199540431822875,0.35759983683581,24768,72488,12986,lemvd,affective,0.021637893848102302,-0.0035543070719349958
post48,0.025243225045263547,0.011048764333409995,2.284710243020696,0.02233269936086204,21702,72488,12986,lemvd,affective,0.03940321731441059,0.011083232776116503
pre24,-0.020250364966659554,0.020596777580702347,-0.9831812227575174,0.3255297456727607,5335,20700,4381,lesep,affective,0.006148737013906995,-0.046649466947226104
pre12,-0.07521528793112098,0.01965054580481106,-3.827643704059658,1.2975641297843917e-4,6159,20700,4381,lesep,affective,-0.050029398392747,-0.10040117746949495
post03,-0.38013069969633145,0.032321130740198455,-11.76105819910425,7.823718938905968e-32,1826,20700,4381,lesep,affective,-0.3386945052617888,-0.4215668941308741
post06,-0.17784592769475224,0.0353498095819448,-5.031029298262146,4.919358519465919e-7,1470,20700,4381,lesep,affective,-0.1325229424317212,-0.2231689129577833
post09,-0.16193605461829283,0.03461553826012974,-4.678131924495052,2.91329850418453e-6,1296,20700,4381,lesep,affective,-0.11755181624706054,-0.20632029298952512
post12,-0.05642082753954831,0.02792691806981426,-2.020302684259766,0.04336485420474061,2334,20700,4381,lesep,affective,-0.020620905087413544,-0.09222074999168307
post24,-0.022649601919162852,0.021505497455470438,-1.0532005579532122,0.29226137624794535,6361,20700,4381,lesep,affective,0.004913664930491165,-0.050212868768816865
post36,0.024268998897485718,0.02283212160689906,1.0629322721438417,0.2878250663600312,5552,20700,4381,lesep,affective,0.053533022644655946,-0.004995024849684511
post48,0.03305591183983036,0.025578762231963773,1.2923186642128828,0.19626123691851252,4858,20700,4381,lesep,affective,0.06584087367112998,2.7095000853073065e-4
pre24,0.046240567281170084,0.042935301416790306,1.0769824772462695,0.28153481161525606,1320,5561,1271,ledsc,affective,0.10129194164522927,-0.008810807082889102
pre12,-0.07110669319229514,0.04225682893832534,-1.6827266735058786,0.09248415218376865,1483,5561,1271,ledsc,affective,-0.016928237931216637,-0.12528514845337363
post03,-0.42649738237769363,0.07230147669126862,-5.898875125315373,3.875676358753149e-9,389,5561,1271,ledsc,affective,-0.3336812812300212,-0.5193134835253661
post06,-0.4058910885125052,0.07361426497946194,-5.513755908936224,3.670891228639871e-8,337,5561,1271,ledsc,affective,-0.31136476090869025,-0.5004174161163202
post09,-0.2878816103067557,0.08198465154937384,-3.5114085974175784,4.4927633685627483e-4,263,5561,1271,ledsc,affective,-0.18254845669280997,-0.3932147639207014
post12,-0.15346577728410457,0.06232175484649907,-2.462475224937051,0.013828271236962732,470,5561,1271,ledsc,affective,-0.07348457683402762,-0.23344697773418152
post24,0.054848691026786606,0.05175601085955999,1.0597549949438454,0.28930210241438015,1484,5561,1271,ledsc,affective,0.12120624662407836,-0.01150886457050515
post36,0.016160893031383513,0.057699653074319034,0.28008648527865077,0.7794215708371455,1307,5561,1271,ledsc,affective,0.09014339556590492,-0.05782160950313789
post48,0.10165179862301209,0.07049811469283229,1.4419080434408733,0.14938462870038313,1151,5561,1271,ledsc,affective,0.19205069625897575,0.011252900987048425
pre24,0.06203466126269493,0.02614192491744006,2.3729951584900224,0.017653468683668013,5354,20944,4158,lebth,affective,0.09554102097146512,0.028528301553924745
pre12,0.07123662188192008,0.02874303790446261,2.47839571163979,0.013205286157726443,6220,20944,4158,lebth,affective,0.10807622028534362,0.03439702347849653
post03,-0.0683649274138998,0.03657600870032945,-1.8691193993860795,0.06162014997482192,1945,20944,4158,lebth,affective,-0.02147495233661441,-0.11525490249118518
post06,-0.01716888038275992,0.03719100427253318,-0.46164067678698634,0.6443438138947581,1642,20944,4158,lebth,affective,0.030512503930995222,-0.06485026469651506
post09,0.003297051349481822,0.04022648838678696,0.08196219659493797,0.9346775582340712,1509,20944,4158,lebth,affective,0.0548719635985716,-0.048277860899607956
post12,-0.030515684086900027,0.03808500901526206,-0.8012518541001599,0.4229949470167045,1676,20944,4158,lebth,affective,0.01831147565980423,-0.07934284383360428
post24,-0.030961854995507843,0.02938108874782593,-1.0538021671439552,0.29198565786849623,6248,20944,4158,lebth,affective,0.006695507400872307,-0.06861921739188799
post36,-0.07206354881748159,0.030713233444261454,-2.3463354631241584,0.01896830439399911,5616,20944,4158,lebth,affective,-0.03269832516231092,-0.11142877247265226
post48,-0.025473295010909055,0.02881012580775825,-0.8841785412838904,0.3766099898515627,4999,20944,4158,lebth,affective,0.011453247474771399,-0.062399837496589505
pre24,0.024251341150928543,0.0217060084023935,1.1172639714013182,0.26389265368435155,7848,24013,4689,leprg,affective,0.05207105218561733,-0.0035683698837602404
pre12,0.006237338563585598,0.021567380650395828,0.28920241473417513,0.7724289807190828,9065,24013,4689,leprg,affective,0.03387906356107934,-0.02140438643390814
post03,-0.050535632229907174,0.03022025218790037,-1.6722438951102039,0.0944892658727056,1952,24013,4689,leprg,affective,-0.011793702915924097,-0.08927756154389024
post06,-0.018795126322937263,0.02811897336185757,-0.6684143862959169,0.5038755396437105,2272,24013,4689,leprg,affective,0.017251273331706465,-0.05484152597758099
post09,-0.025013331023347955,0.02821481677099628,-0.8865317547998637,0.37533992863500776,2403,24013,4689,leprg,affective,0.01115535868401183,-0.06118202073070774
post12,-0.0030488010873877575,0.02881612232944749,-0.10580192062386397,0.9157403966561255,3430,24013,4689,leprg,affective,0.033887661399818345,-0.039985263574593866
post24,-0.03357254568854929,0.022684340176101513,-1.479987754897044,0.13888963343394997,9283,24013,4689,leprg,affective,-0.004499324898180883,-0.0626457664789177
post36,-0.029319847884869677,0.022902277587687214,-1.2802153747639795,0.20048176672888868,8297,24013,4689,leprg,affective,3.293911875519584e-5,-0.05867263488849455
post48,-0.0840898912058599,0.025168476921206207,-3.341079854339865,8.358044442706115e-4,7394,24013,4689,leprg,affective,-0.0518323078579199,-0.1163474745537999
pre24,-0.04153991329116885,0.02644158028164583,-1.571007210942055,0.11620111511633309,3221,15708,3715,lemar,affective,-0.007646711354165309,-0.07543311522817239
pre12,0.005010365855259557,0.026388709022421138,0.189867789705154,0.8494151867468894,3884,15708,3715,lemar,affective,0.03883461157034021,-0.028813879859821093
post03,0.10669566960955318,0.04550047993299635,2.344935037315483,0.019042775328374874,805,15708,3715,lemar,affective,0.16505483157187897,0.04833650764722738
post06,-0.00930969343932816,0.045124504391094444,-0.2063112618066887,0.8365504559745035,861,15708,3715,lemar,affective,0.04856414125942336,-0.06718352813807968
post09,-0.03901528933475375,0.043095169493152986,-0.9053285970009364,0.36530521626626666,905,15708,3715,lemar,affective,0.01625378080784784,-0.09428435947735533
post12,0.01510637488699501,0.035050247016658424,0.4309919664707459,0.6664801258107298,1744,15708,3715,lemar,affective,0.06004210451142055,-0.02982935473743053
post24,-0.08493218634416543,0.03153959584187731,-2.692874910952254,0.007091399574676366,4135,15708,3715,lemar,affective,-0.04450610799924128,-0.12535826468908956
post36,-0.05913443852941336,0.03565136553862918,-1.65868649450018,0.09719894735778148,3721,15708,3715,lemar,affective,-0.013437260323853707,-0.10483161673497302
post48,-0.0948788616768826,0.044456826869495605,-2.1341797954991804,0.03284350533980031,3278,15708,3715,lemar,affective,-0.03789365820051792,-0.1518640651532473
pre24,-0.03797162170281655,0.022625582934922717,-1.6782604811568032,0.09331686226997973,3963,15166,3029,lertr,affective,-0.008970935101599017,-0.06697230830403408
pre12,-0.03901663342856478,0.022137546951187186,-1.762464175213072,0.07801104404878124,4428,15166,3029,lertr,affective,-0.010641991420136266,-0.0673912754369933
post03,0.0839235985685843,0.04472054465494168,1.8766229082433736,0.06058898049025981,733,15166,3029,lertr,affective,0.14128705120506024,0.026560145932108377
post06,0.03839698091438663,0.0484068342172992,0.7932140478764187,0.4276655333024313,602,15166,3029,lertr,affective,0.1005010988238012,-0.023707136995027932
post09,0.09889203824158166,0.047010729297504404,2.1036057027694612,0.03542928075487463,591,15166,3029,lertr,affective,0.1592062443267166,0.038577832156446716
post12,-0.010525052179542695,0.03445083801454561,-0.3055093224466376,0.7599824637850391,1476,15166,3029,lertr,affective,0.03364525551251091,-0.054695359871596294
post24,0.03291694907461118,0.02429800757621826,1.35471803485767,0.17552758966886156,4341,15166,3029,lertr,affective,0.06406083916583662,0.0017730589833857453
post36,0.01266939667246886,0.026078762427401668,0.48581280295558726,0.6271069146104877,3757,15166,3029,lertr,affective,0.04609655457485155,-0.020757761229913838
post48,0.019943636536599817,0.031522233599909154,0.6326847516496196,0.5269490680656336,3294,15166,3029,lertr,affective,0.06034910994618452,-0.02046183687298488
pre24,0.007896354999324916,0.015580712018572808,0.5068032186149232,0.6122964591207922,8661,31377,6012,leprm,affective,0.02786536413775999,-0.01207265413911016
pre12,0.04416615696521956,0.014436130413428144,3.059417981160468,0.0022195451112802457,10042,31377,6012,leprm,affective,0.06266801972919436,0.025664294201244765
post03,0.06072927644493011,0.019484542237843152,3.1167925683663666,0.0018299521003317866,4133,31377,6012,leprm,affective,0.08570371479552848,0.03575483809433175
post06,0.049201277089422193,0.02272273314246463,2.1652886904469257,0.030373095030274914,2757,31377,6012,leprm,affective,0.07832861297160415,0.02007394120724024
post09,-0.006700808386677414,0.026600371832274674,-0.25190656840921344,0.8011149322821665,1956,31377,6012,leprm,affective,0.0274004626635019,-0.04080207943685673
post12,0.016269154095594044,0.028264895095256988,0.5755957713893692,0.5648925677412552,1670,31377,6012,leprm,affective,0.05250641755506524,-0.01996810936387716
post24,0.0017771348354842216,0.014836490710223022,0.11978134655924358,0.9046571257119784,10191,31377,6012,leprm,affective,0.02079209542895102,-0.017237825757982574
post36,-0.025600074065037583,0.015698205223715685,-1.630764389954776,0.1029500806637948,9025,31377,6012,leprm,affective,-0.005480541750280905,-0.04571960637979426
post48,-0.004882206495677268,0.018007085368587576,-0.27112697006446274,0.7862951626139101,7990,31377,6012,leprm,affective,0.018196710299691297,-0.027961123291045838
