term,estimate,std.error,statistic,p.value,n,df,N,code,outcome,upper,lower
pre24,-0.012215011477585538,0.020871085817476872,-0.5852599900364084,0.558380154395092,4062,18237,2911,lefni,losat,0.014536712883075231,-0.03896673583824631
pre12,-1.6004404468140663e-4,0.021147679811292418,-0.00756792452455926,0.9939618102810203,4267,18237,2911,lefni,losat,0.026945995531103935,-0.027266083620466747
post03,0.2068475371669457,0.031703192049797504,6.524501912679385,7.002205794176857e-11,1314,18237,2911,lefni,losat,0.24749726438279163,0.16619780995109978
post06,0.1653463918862817,0.03404207401050041,4.8571186301774665,1.200940399481519e-6,1031,18237,2911,lefni,losat,0.20900106355391979,0.12169172021864362
post09,0.16342950598733594,0.03868181279161782,4.224970191230293,2.4013301916862345e-5,791,18237,2911,lefni,losat,0.213043731580148,0.11381528039452388
post12,0.09626259318464765,0.03942955210250166,2.441381858317892,0.014640614701623056,821,18237,2911,lefni,losat,0.14683433878169783,0.045690847587597463
post24,0.08982940821016336,0.023536034232566103,3.8166756269358713,1.3570861460762687e-4,4222,18237,2911,lefni,losat,0.11999677098600689,0.05966204543431983
post36,0.07678333571805403,0.024175448350943426,3.1760873512427588,0.0014952452651495565,3782,18237,2911,lefni,losat,0.1077708333689998,0.045795838067108255
post48,0.06166913700470101,0.02762290078626004,2.2325366000436846,0.02559160974235743,3324,18237,2911,lefni,losat,0.09707634753442582,0.026261926474976195
pre24,-0.00916438916981525,0.02042659154257933,-0.4486499448873806,0.6536900813258677,4139,16525,2528,lefnw,losat,0.017017520915074552,-0.03534629925470505
pre12,-0.06708187108283878,0.02037629025243014,-3.292153294431914,9.963198473233418e-4,4417,16525,2528,lefnw,losat,-0.04096469750508812,-0.09319904466058944
post03,-0.3360108263153213,0.03625467151921214,-9.268069802735955,2.123938365546421e-20,1170,16525,2528,lefnw,losat,-0.28952232464302596,-0.38249932798761666
post06,-0.3125881573576866,0.038161170525632865,-8.19126229756818,2.772265636897538e-16,1006,16525,2528,lefnw,losat,-0.2636504820122246,-0.3615258327031486
post09,-0.3961518968201385,0.04292472151443128,-9.228991658966322,3.05547943650481e-20,770,16525,2528,lefnw,losat,-0.34109435588289005,-0.451209437757387
post12,-0.31898814473765574,0.03552046338066919,-8.980404937826746,2.9829290637804784e-19,1089,16525,2528,lefnw,losat,-0.273439183282259,-0.36453710619305246
post24,-0.11292329166848707,0.021062520162594113,-5.361338092344366,8.371729248176657e-8,4393,16525,2528,lefnw,losat,-0.08592652542724884,-0.13992005790972528
post36,-0.032373849852030206,0.0230385998071824,-1.4052004081401464,0.15998049123373434,3939,16525,2528,lefnw,losat,-0.0028437425526439304,-0.061903957151416486
post48,-0.012557761398484609,0.025421664284805943,-0.49397872844974,0.6213277679487719,3488,16525,2528,lefnw,losat,0.020027585409369233,-0.04514310820633845
pre24,0.010226557198980314,0.03709679995000012,0.27567222005035186,0.7828086367142649,1569,6471,1300,levio,mcs,0.057788056940477166,-0.037334942542516535
pre12,-0.041926317348725095,0.03406363858944187,-1.2308232204448144,0.2184337240739037,1746,6471,1300,levio,mcs,0.0017445243372870498,-0.08559715903473725
post03,-0.2660905256327398,0.04500815527905,-5.912051360092008,3.5508636401626208e-9,727,6471,1300,levio,mcs,-0.20835772122034946,-0.3238233300451302
post06,-0.029635248494814068,0.05365963975547343,-0.5522819129957203,0.5807742945713086,454,6471,1300,levio,mcs,0.039232777581006725,-0.09850327457063486
post09,-0.13234763678552156,0.05869653231141525,-2.2547777794325117,0.02418057015467454,393,6471,1300,levio,mcs,-0.0569980213285428,-0.2076972522425003
post12,-0.0957616158887613,0.05497591822912504,-1.7418829730074228,0.08157643804185866,431,6471,1300,levio,mcs,-0.025198735208565554,-0.16632449656895704
post24,-0.04949241254705151,0.03346059506201433,-1.4791252951516418,0.1391555068226062,1828,6471,1300,levio,mcs,-0.006595424058674491,-0.09238940103542853
post36,0.024782722706032503,0.036170365097521084,0.6851665068686568,0.4932633982084039,1628,6471,1300,levio,mcs,0.07115573922664561,-0.021590293814580615
post48,0.06461980993671379,0.04431179702733525,1.4582981118290201,0.14480692206333323,1425,6471,1300,levio,mcs,0.12143401915358429,0.007805600719843292
pre24,-0.09565073034383441,0.047613372265724534,-2.008904763351336,0.044609541322015514,1002,4306,910,lercl,mcs,-0.03459144294863288,-0.15671001773903592
pre12,-0.08271854785317487,0.04836559533315095,-1.7102766394871103,0.08728676532910441,1059,4306,910,lercl,mcs,-0.02069681783507476,-0.14474027787127497
post03,-0.10627946266558817,0.0702251703111868,-1.5134098243498024,0.13024898108198746,466,4306,910,lercl,mcs,-0.016154247303135943,-0.1964046780280404
post06,0.0587729921493885,0.07457156078208967,0.7881421755558103,0.43065693213199363,287,4306,910,lercl,mcs,0.15456155218520534,-0.03701556788642835
post09,0.08578942064637803,0.08144671557003531,1.0533195850311294,0.29225364674251003,206,4306,910,lercl,mcs,0.19050504437517723,-0.018926203082421184
post12,0.028119873065134627,0.07850296826693948,0.358201399079797,0.7202101587177232,223,4306,910,lercl,mcs,0.12902575290204338,-0.07278600677177412
post24,0.01182846518122756,0.051646895537571215,0.22902567633756007,0.81885983613722,1107,4306,910,lercl,mcs,0.07805618210589968,-0.054399251743444565
post36,0.030643014673474432,0.05420651247080813,0.5653013499065567,0.571898262206703,989,4306,910,lercl,mcs,0.10015793509107432,-0.03887190574412546
post48,0.013195774121476553,0.06419898004736928,0.20554491849777112,0.8371561235231642,816,4306,910,lercl,mcs,0.09553681968377295,-0.06914527144081983
pre24,-0.004062596269336763,0.009559324631853477,-0.4249877921081814,0.6708468864633974,20144,69678,10169,leinf,mcs,0.00818857295791653,-0.016313765496590055
pre12,-0.0167156059277896,0.009210806730400757,-1.8147819639531524,0.06956172106993108,22548,69678,10169,leinf,mcs,-0.0049111362888814274,-0.02852007556669777
post03,-0.10736488802659559,0.012904862385919527,-8.3197235906786,8.974065124317991e-17,9471,69678,10169,leinf,mcs,-0.09082548770121857,-0.12390428835197262
post06,-0.06858809666048757,0.015510748631039203,-4.421972033202387,9.795185224117259e-6,5712,69678,10169,leinf,mcs,-0.04870797292239515,-0.08846822039857999
post09,-0.046171789268110476,0.01831311599145246,-2.521241567500631,0.011696365913790755,3835,69678,10169,leinf,mcs,-0.02269854237249885,-0.0696450361637221
post12,-0.09159387383715965,0.01599421514749874,-5.726687617521738,1.028302134983161e-8,5508,69678,10169,leinf,mcs,-0.07109400330184534,-0.11209374437247396
post24,-0.005825041133160599,0.00941834860592475,-0.6184779707024511,0.5362623364570539,22895,69678,10169,leinf,mcs,0.006245406553853433,-0.01789548882017463
post36,-0.007894255617761354,0.009861160185346994,-0.8005402477379563,0.42340058386318546,20442,69678,10169,leinf,mcs,0.004743738079290181,-0.020532249314812887
post48,0.0014235834496211866,0.010741306266824376,0.132533549854925,0.8945626708241945,17973,69678,10169,leinf,mcs,0.015189627308273786,-0.012342460409031412
pre24,0.011061374715534946,0.010889972111211073,1.0157394897409715,0.3097575626637827,14989,59866,9488,ledrl,mcs,0.025018050662126434,-0.0028953012310565414
pre12,0.0060767107205381985,0.010809138188269585,0.5621827212027722,0.573993637508039,16286,59866,9488,ledrl,mcs,0.019929740630222573,-0.007776319189146177
post03,-0.12340379572379152,0.016170358928243294,-7.631481544188444,2.354930232208247e-14,5906,59866,9488,ledrl,mcs,-0.10267832835605854,-0.1441292630915245
post06,-0.047273277091547536,0.018033762264147952,-2.6213763051279235,0.008759767545578934,4235,59866,9488,ledrl,mcs,-0.024158474419192607,-0.07038807976390246
post09,-0.04535665676174117,0.020189962890764305,-2.24649530101361,0.024675929712877673,3121,59866,9488,ledrl,mcs,-0.019476698656345225,-0.07123661486713712
post12,0.005288315845397833,0.017768170373495745,0.2976286097124698,0.7659876689807755,4255,59866,9488,ledrl,mcs,0.028062678992833906,-0.01748604730203824
post24,0.012608125710765776,0.011177536003046327,1.1279879310904974,0.2593295366989396,16256,59866,9488,ledrl,mcs,0.026933296641382817,-0.001717045219851266
post36,-0.00742995113621156,0.011842709374820497,-0.62738609055195,0.5304085759389308,14310,59866,9488,ledrl,mcs,0.0077477923043274,-0.02260769457675052
post48,-1.369809723965611e-4,0.012758140894270863,-0.010736750246901051,0.991433513109854,12371,59866,9488,ledrl,mcs,0.016214107660260033,-0.016488069605053154
pre24,-0.0028300184331449397,0.05557965870207375,-0.050918240579972254,0.9593935111257458,869,3580,870,ledhm,mcs,0.06845243072658896,-0.07411246759287884
pre12,0.016158530446173963,0.05348621354292995,0.30210645652088547,0.7625884597365438,939,3580,870,ledhm,mcs,0.08475217944399577,-0.05243511855164784
post03,-0.06146718797622125,0.11008196630868691,-0.5583765446545323,0.5766222050974166,121,3580,870,ledhm,mcs,0.0803895233009563,-0.2033238992533988
post06,-0.11324674816559731,0.08741456885536109,-1.2955134326976887,0.1952266971870456,272,3580,870,ledhm,mcs,-9.467130383853106e-4,-0.2255467832928093
post09,-0.07642889335883722,0.07782274374966185,-0.9820894211169382,0.3261221605625212,362,3580,870,ledhm,mcs,0.023487809977480553,-0.17634559669515498
post12,-0.09890298316667495,0.09286005288459956,-1.0650756713393772,0.2869135150776811,196,3580,870,ledhm,mcs,0.02050650862235008,-0.2183124749557
post24,-0.04237115420679663,0.06334790483198585,-0.6688643344902298,0.5036251499614103,977,3580,870,ledhm,mcs,0.03886743851370074,-0.123609746927294
post36,-0.026774225721639008,0.07503870697805141,-0.35680553143686744,0.721258423588284,755,3580,870,ledhm,mcs,0.06947607489991756,-0.12302452634319558
post48,-0.04089393521401687,0.09278864524990083,-0.44072133076067926,0.659441362856725,649,3580,870,ledhm,mcs,0.07814084907746624,-0.1599287195055
pre24,0.027362278329054558,0.011172543076821775,2.449064473586101,0.014326120841576256,14879,51013,7712,ledfr,mcs,0.041681104166737176,0.01304345249137194
pre12,7.170506133383618e-4,0.010805706920291426,0.06635851024164398,0.9470926614348096,16190,51013,7712,ledfr,mcs,0.014565686329161949,-0.013131585102485226
post03,0.008260422572593825,0.014534572082534737,0.568329258383867,0.5698139171242165,6655,51013,7712,ledfr,mcs,0.026889075592535387,-0.01036823044734774
post06,0.006773794911559525,0.018173430880297093,0.37273066138014715,0.7093504623277243,4149,51013,7712,ledfr,mcs,0.030067693411290883,-0.016520103588171832
post09,0.018970255200932103,0.021722792155428352,0.8732880683660911,0.3825101930376861,2618,51013,7712,ledfr,mcs,0.046816162507765435,-0.008875652105901233
post12,-0.00403245037023478,0.02047687309137512,-0.19692705777100572,0.843885403749372,2998,51013,7712,ledfr,mcs,0.022215503953034815,-0.030280404693504376
post24,0.005239703584144514,0.01112659968019599,0.4709168779991749,0.6377021083011044,15933,51013,7712,ledfr,mcs,0.01949960608688903,-0.009020198918600002
post36,-0.0038132509877303405,0.011918519932187082,-0.3199433326811241,0.74901259852203,14042,51013,7712,ledfr,mcs,0.011461665537303142,-0.019088167512763824
post48,0.01090064125283377,0.012864229605182338,0.8473605950287503,0.396798136607585,12062,51013,7712,ledfr,mcs,0.027387717858364833,-0.005586435352697292
pre24,0.006434623994692073,0.03472276435532447,0.1853142776550097,0.8529892320742603,1636,5616,1115,lejlf,mcs,0.050951623491867666,-0.03808237550248352
pre12,-0.06551369595852088,0.0337867521733248,-1.939035028357802,0.05254710137848831,1770,5616,1115,lejlf,mcs,-0.02219805543107955,-0.10882933648596221
post03,-0.09274873732554988,0.04857559152453908,-1.9093691793479388,0.05626538909056647,671,5616,1115,lejlf,mcs,-0.03043517199898247,-0.1550623026521173
post06,-0.08860026941635774,0.05485095188589015,-1.615291373624261,0.10630378394075916,479,5616,1115,lejlf,mcs,-0.018208662572420306,-0.15899187626029515
post09,0.12331172523676233,0.0630073896159554,1.9570994130748123,0.05038525097739771,318,5616,1115,lejlf,mcs,0.2042275709470115,0.04239587952651315
post12,0.1452403557219374,0.05850660651649321,2.4824607744254257,0.013076842955367445,447,5616,1115,lejlf,mcs,0.22033081259241746,0.07014989885145731
post24,0.02647517533517714,0.03260549095506082,0.8119851767196846,0.4168345520348704,1784,5616,1115,lejlf,mcs,0.06827628055707155,-0.015325929886717264
post36,-0.010190400721189598,0.03535139947007087,-0.28826017849214075,0.7731582246727293,1574,5616,1115,lejlf,mcs,0.03513327480974283,-0.05551407625212202
post48,-0.008699190875192312,0.04218740475880771,-0.20620350848617042,0.8366394220059229,1346,5616,1115,lejlf,mcs,0.04539271112029812,-0.06279109287068274
pre24,-0.05658028607763226,0.11024709603745782,-0.5132133916562157,0.6079694887083876,202,677,207,lejls,mcs,0.08517295964908947,-0.198333531804354
pre12,0.03702259542492232,0.13526010749398248,0.2737140766102777,0.7843878446390631,204,677,207,lejls,mcs,0.2109313604215394,-0.13688616957169478
post03,-0.030425057728744577,0.20328791893984563,-0.14966485902070537,0.8810736087601763,78,677,207,lejls,mcs,0.23235365348499662,-0.2932037689424858
post06,-0.18516731835355676,0.18461088712620083,-1.0030140759086195,0.3162124289235961,63,677,207,lejls,mcs,0.05396945796909844,-0.424304094676212
post09,-0.12984607917966295,0.18187618962058663,-0.7139256625649344,0.4755192020006378,49,677,207,lejls,mcs,0.10649091271793748,-0.3661830710772634
post12,0.08607673379595439,0.1787140817417848,0.48164494345958947,0.6302138439725828,57,677,207,lejls,mcs,0.31784256833222024,-0.1456891007403115
post24,0.1271820097509087,0.12390447745062373,1.026452089284595,0.3050451392280882,213,677,207,lejls,mcs,0.28646835480822164,-0.03210433530640425
post36,-0.10003792715262495,0.1463392084282851,-0.6836030358989503,0.4944597631290788,201,677,207,lejls,mcs,0.08812485055861792,-0.28820070486386784
post48,0.21879715189980478,0.1644757578278119,1.3302699120490535,0.18387729472256265,168,677,207,lejls,mcs,0.430418481264351,0.007175822535258558
pre24,-0.013576847510808343,0.020102467226006854,-0.6753821487764337,0.49944059544653086,4626,20571,3692,lepcm,mcs,0.012189181033804349,-0.039342876055421035
pre12,-0.03391859514593768,0.019530842365779316,-1.7366683172543371,0.08246070301965898,5069,20571,3692,lepcm,mcs,-0.008885550569230634,-0.05895163972264473
post03,-0.02708950161027474,0.02658437099222217,-1.0190010370454263,0.308214458082663,2206,20571,3692,lepcm,mcs,0.006989950543997172,-0.061168953764546646
post06,-0.050326411633875565,0.03106671755286017,-1.6199462189156266,0.105259158566036,1424,20571,3692,lepcm,mcs,-0.010494319847536446,-0.09015850342021468
post09,-0.027293210186298336,0.03580561540453321,-0.7622606085089896,0.445913218814205,1003,20571,3692,lepcm,mcs,0.01862380464405238,-0.07321022501664906
post12,-0.044373947131839404,0.036932065727290055,-1.2015018997177391,0.22957040247931534,932,20571,3692,lepcm,mcs,0.002990007234137171,-0.09173790149781598
post24,0.016160858534853547,0.02042643064446683,0.7911738872122157,0.4288516489773049,5218,20571,3692,lepcm,mcs,0.04234169781798103,-0.010019980748273934
post36,-0.001363140965491622,0.02185126552056739,-0.062382701093837006,0.9502586767306416,4694,20571,3692,lepcm,mcs,0.02664432495527154,-0.029370606886254785
post48,0.040720811931081936,0.025010340674169275,1.6281590267636163,0.103506484013948,4125,20571,3692,lepcm,mcs,0.07277798820015281,0.00866363566201106
pre24,0.020538833823192923,0.012454085345398646,1.6491643708529196,0.0991215434419122,11511,41447,6712,leins,mcs,0.03650030247291931,0.004577365173466529
pre12,-0.06037527379265049,0.01214177685994578,-4.972523749124483,6.63504141771109e-7,12549,41447,6712,leins,mcs,-0.044814141427444526,-0.07593640615785645
post03,-0.33697216146040054,0.02004867776374005,-16.807700010513756,3.4726535052175096e-63,4392,41447,6712,leins,mcs,-0.31127488110657187,-0.3626694418142292
post06,-0.22016540813093205,0.021254497426729285,-10.35853277123626,4.1079542501587046e-25,3176,41447,6712,leins,mcs,-0.19292100515725932,-0.24740981110460478
post09,-0.11584862637490337,0.02345031671481519,-4.940173208906546,7.835672148495707e-7,2429,41447,6712,leins,mcs,-0.08578765744794523,-0.1459095953018615
post12,-0.2153730134428911,0.020679861390755228,-10.414625580574342,2.2853851239010414e-25,3420,41447,6712,leins,mcs,-0.18886558311439253,-0.24188044377138965
post24,-0.0486603934556537,0.0125488673539157,-3.87767215026541,1.0562332934120675e-4,12254,41447,6712,leins,mcs,-0.0325775057778666,-0.0647432811334408
post36,-0.046017387348834184,0.013270234059900604,-3.467714822595892,5.254362893707474e-4,10633,41447,6712,leins,mcs,-0.029009841390128823,-0.06302493330753954
post48,-0.016209695419549704,0.014898631168215647,-1.0879989736326279,0.27660188719788165,9049,41447,6712,leins,mcs,0.002885062787112508,-0.035304453626211915
pre24,-0.015756448055849782,0.010047159248850994,-1.5682490608130562,0.11682803840242459,19353,63034,9676,lemvd,mcs,-0.002880055846542974,-0.02863284026515659
pre12,-0.040659583178300956,0.009501549547255765,-4.2792581332214645,1.877935527396351e-5,21608,63034,9676,lemvd,mcs,-0.028482485188688136,-0.05283668116791378
post03,4.8620796729849456e-4,0.01419858521490623,0.03424340946223673,0.9726831595045756,7264,63034,9676,lemvd,mcs,0.018684082237290588,-0.0177116663026936
post06,0.026187717674540863,0.014390288218651915,1.8198188442534289,0.0687913378216004,6787,63034,9676,lemvd,mcs,0.04463140950296396,0.007744025846117771
post09,0.004974414099981888,0.015385748270979025,0.32331310849305583,0.746459200047134,6010,63034,9676,lemvd,mcs,0.02469421176556818,-0.014745383565604404
post12,0.022628229967788727,0.015975186677177396,1.4164610670945121,0.15664549701678765,5236,63034,9676,lemvd,mcs,0.04310383924449563,0.0021526206910818246
post24,-0.0028111877600971477,0.009637263163236324,-0.29169980236931836,0.77051712024589325,22410,63034,9676,lemvd,mcs,0.009539826029352015,-0.015162201549546311
post36,-4.969401403915363e-4,0.010061696220412844,-0.04938930072082281,0.9606092110278371,19805,63034,9676,lemvd,mcs,0.012398072536663854,-0.013391952817446926
post48,0.01594150358901356,0.011189205909731877,1.4247216216790097,0.15424263733317664,17352,63034,9676,lemvd,mcs,0.030281593901415195,0.001601413276611922
pre24,-0.009119279100070299,0.021607688156304525,-0.4220386296814241,0.6730021896464924,4194,16901,3080,lesep,mcs,0.018576450871496113,-0.036815009071636706
pre12,-0.08214743584500346,0.020988424759714627,-3.9139400305390235,9.115815932508112e-5,4503,16901,3080,lesep,mcs,-0.05524573984750204,-0.10904913184250488
post03,-0.5481482147907264,0.03627587715158686,-15.110543364676381,2.983353914187714e-51,1341,16901,3080,lesep,mcs,-0.5016358777362571,-0.5946605518451957
post06,-0.20600297717126612,0.038765202748825174,-5.314120978704524,1.0853305110701947e-7,1072,16901,3080,lesep,mcs,-0.15629270917954058,-0.25571324516299165
post09,-0.19129612557690234,0.03863171399703558,-4.951789754696919,7.424326038431265e-7,945,16901,3080,lesep,mcs,-0.1417529221147882,-0.24083932903901648
post12,-0.12104641376846977,0.030753039204185446,-3.9360797144236566,8.315516124441323e-5,1636,16901,3080,lesep,mcs,-0.08161887808093704,-0.1604739494560025
post24,-0.02660164935156401,0.022070421724503343,-1.2053077047472065,0.2281014116043522,4542,16901,3080,lesep,mcs,0.0016868493913410401,-0.05489014809446906
post36,0.025271719463358235,0.023815007194874165,1.0611678281918642,0.2886288007591744,3988,16901,3080,lesep,mcs,0.05579693686293591,-0.005253497936219438
post48,0.01098397984554697,0.026551530456797447,0.4136853754407579,0.6791097878716125,3458,16901,3080,lesep,mcs,0.04501763874316917,-0.02304967905207523
pre24,0.018689906379977257,0.04591581680700708,0.40704723730679765,0.6839938172555527,1009,4245,909,ledsc,mcs,0.07757198222840134,-0.040192169468446816
pre12,-0.15917194637978316,0.046900162014976904,-3.3938464078003365,6.954974965666332e-4,1063,4245,909,ledsc,mcs,-0.09902955960464307,-0.21931433315492324
post03,-0.5762023978437482,0.08749575913682993,-6.585489440038529,5.08671870110885e-11,260,4245,909,ledsc,mcs,-0.46378533030540664,-0.6886194653820896
post06,-0.4658306140823259,0.08303377135809924,-5.610134364165408,2.150359532947207e-8,236,4245,909,ledsc,mcs,-0.35911856618917043,-0.5725426619754814
post09,-0.36351610748804547,0.0904124626830121,-4.020641587460571,5.9047524764390733e-5,177,4245,909,ledsc,mcs,-0.24721130712061895,-0.479820907855472
post12,-0.15685143676625626,0.07152941480060017,-2.192824269616983,0.028374121416785112,327,4245,909,ledsc,mcs,-0.06499666475137701,-0.24870620878113553
post24,-0.009557166099329146,0.0540663487951906,-0.17676736662083034,0.8596995557571484,1033,4245,909,ledsc,mcs,0.05977602930494512,-0.07889036150360342
post36,-0.04166895260454468,0.059818254425793284,-0.6965925870711679,0.4860959371348792,894,4245,909,ledsc,mcs,0.035047976944648083,-0.11838588215373744
post48,0.01242721458701929,0.0715593635613846,0.17366301163870826,0.8621385885931349,766,4245,909,ledsc,mcs,0.10421348977385672,-0.07935906059981815
pre24,0.04064816469122767,0.026939277674065062,1.5088810168937978,0.13134707815042024,4417,17663,3061,lebth,mcs,0.07517740344649468,0.00611892593596066
pre12,0.11843834502640692,0.030067627368140237,3.939065213768899,8.21140343649257e-5,4881,17663,3061,lebth,mcs,0.15697677681970232,0.07989991323311152
post03,-0.010085339224621648,0.038795823387059745,-0.25995940655780975,0.794898116197593,1570,17663,3061,lebth,mcs,0.03965445102164206,-0.059825129470885356
post06,0.023764618407588763,0.03910324644955056,0.6077402918002964,0.5433675489057317,1296,17663,3061,lebth,mcs,0.07390302152769643,-0.026373784712518895
post09,-0.03202681200917327,0.04332039756899565,-0.7393009715149709,0.45973408412726346,1209,17663,3061,lebth,mcs,0.023520887862754004,-0.08757451188110055
post12,-0.030590671129584288,0.03996468469821079,-0.7654425741272977,0.44401827708898267,1322,17663,3061,lebth,mcs,0.02065175822209933,-0.0818331004812679
post24,-0.0012218846983417385,0.030542804005004358,-0.04000564906030029,0.9680890747494648,4854,17663,3061,lebth,mcs,0.03792562239029131,-0.04036939178697479
post36,-0.04659235439214836,0.03108356170186892,-1.4989387264892158,0.1339074001541087,4350,17663,3061,lebth,mcs,-0.006751115505745975,-0.08643359327855074
post48,-0.023874185897761444,0.029088675766033748,-0.8207381487485533,0.41180651242303146,3842,17663,3061,lebth,mcs,0.013410864554530739,-0.06115923635005363
pre24,0.022339799480565272,0.022573410302751437,0.9896510620658107,0.32235639454743437,6647,20480,3474,leprg,mcs,0.051271664545240125,-0.006592065584109578
pre12,0.003360430541087126,0.022386768715472228,0.1501078866627421,0.8806809760380248,7381,20480,3474,leprg,mcs,0.03205279733253138,-0.025331936250357123
post03,-0.017647711092691063,0.03273562294229671,-0.5390980682969985,0.5898250485355694,1605,20480,3474,leprg,mcs,0.024321962734455364,-0.05961738491983749
post06,0.08546885013151427,0.029427541774037544,2.904382934456292,0.0036837111063418395,1870,20480,3474,leprg,mcs,0.12319509671180948,0.04774260355121906
post09,0.15733196670337787,0.03019850216893007,5.209926168631301,1.907454735139699e-7,1976,20480,3474,leprg,mcs,0.1960458534594079,0.11861807994734785
post12,0.020876470116562493,0.030392929401198056,0.6868857503330879,0.4921625045553297,2794,20480,3474,leprg,mcs,0.05983579098167709,-0.018082850748552103
post24,-0.02507278626603725,0.023561540578624075,-1.0641403596836208,0.2872776661147368,7372,20480,3474,leprg,mcs,0.005125249320911327,-0.05527082185298583
post36,0.003154724524544097,0.02389469734221337,0.13202613447506736,0.894964917328279,6556,20480,3474,leprg,mcs,0.03378009765308702,-0.027470648603998823
post48,-0.07022857199272937,0.025820907826616057,-2.7198335730217096,0.006536985849985663,5805,20480,3474,leprg,mcs,-0.03713398040921488,-0.10332316357624387
pre24,-0.025681920939623962,0.028402744252625036,-0.904205618696524,0.36590508479766426,2487,11646,2404,lemar,mcs,0.010727335344364496,-0.06209117722361242
pre12,-0.0010857945397223,0.029411564164394003,-0.03691726606763662,0.9705516055377639,2643,11646,2404,lemar,mcs,0.0366160684106205,-0.0387876574900651
post03,0.14848802301877637,0.05357586693869103,2.771546808354908,0.005587919664230238,497,11646,2404,lemar,mcs,0.2172398281904342,0.07973621784711853
post06,-0.015308951138355167,0.05438071640156865,-0.28151433359773775,0.7783209374527658,523,11646,2404,lemar,mcs,0.054471050319463525,-0.08508895259617386
post09,-0.026048017610328992,0.05276002693703647,-0.4937074357716791,0.6215221235159623,557,11646,2404,lemar,mcs,0.04164710925772147,-0.09374314447837945
post12,0.020209929954796306,0.039475563487324124,0.5119605185948987,0.6086883492670976,1164,11646,2404,lemar,mcs,0.07082865233184404,-0.030408792422251425
post24,-0.05360543231353487,0.034905231020317715,-1.5357420864033848,0.12462881410849448,2656,11646,2404,lemar,mcs,-0.00886144599362177,-0.09834941863344798
post36,-0.06718105945334728,0.0385020647030848,-1.7448690082317768,0.08103404979893718,2366,11646,2404,lemar,mcs,-0.017824891874241612,-0.11653722703245295
post48,-0.11858652036018318,0.04755930372852066,-2.4934452580950732,0.012664778038114435,2044,11646,2404,lemar,mcs,-0.05761710593028196,-0.1795559347900844
pre24,-0.026388206004608488,0.024121261458045135,-1.093981177166307,0.27398473901709147,3176,12253,2262,lertr,mcs,0.004530867460278889,-0.05730727946949586
pre12,-0.0357852974731649,0.02391798939687183,-1.4961666250192902,0.1346359948879461,3364,12253,2262,lertr,mcs,-0.005127138514646589,-0.0664434564316832
post03,0.05731832175647948,0.050785717430633426,1.1286307382536975,0.2590757350545239,555,12253,2262,lertr,mcs,0.12248053922700516,-0.0078438957140462
post06,0.09821403930600783,0.05240536309707864,1.8741219123712707,0.06093740042405275,450,12253,2262,lertr,mcs,0.1654731727361639,0.03095490587585177
post09,0.05763696699728191,0.0526852006104529,1.0939878054833974,0.27398183202605675,463,12253,2262,lertr,mcs,0.1252524515563881,-0.009978517561824288
post12,-0.011554027243791058,0.03720031779964339,-0.3105894768431741,0.7561180109141499,1117,12253,2262,lertr,mcs,0.03614833506317261,-0.059256389550754726
post24,0.04883832190652981,0.0262053129747038,1.8636801611060259,0.06239053455367666,3318,12253,2262,lertr,mcs,0.08242847141295688,0.015248172400102733
post36,0.05398397776168719,0.027955258192964367,1.9310849282470084,0.05349558970556673,2887,12253,2262,lertr,mcs,0.08981828502948641,0.018149670493887972
post48,0.050338923460822985,0.03339314227453801,1.5074629110063114,0.1317178244150461,2492,12253,2262,lertr,mcs,0.09314530920035619,0.007532537721289784
pre24,0.004493264223369835,0.015849952383691506,0.2834875534385258,0.7768052988360286,7206,26952,4458,leprm,mcs,0.024807658052207394,-0.015821129605467728
pre12,0.02381365720313199,0.015182636321506515,1.5684797224181322,0.11678095807834112,7939,26952,4458,leprm,mcs,0.04327260791017043,0.004354706496093548
post03,0.07124926373259095,0.02117700963978257,3.364462922033334,7.679968504797889e-4,3301,26952,4458,leprm,mcs,0.09839412746814061,0.044104399997041306
post06,0.0519454053261392,0.02425817951471986,2.1413562915806907,0.032254256858538354,2198,26952,4458,leprm,mcs,0.08304286369747019,0.020847946954808214
post09,-0.012977758674858626,0.02826640661220872,-0.45912304499480744,0.6461495113234131,1558,26952,4458,leprm,mcs,0.02326247487143588,-0.04921799222115313
post12,0.015573219514946843,0.029897241954624593,0.5208915102798615,0.6024466291731481,1350,26952,4458,leprm,mcs,0.053906848582974475,-0.022760409553080792
post24,0.005249685463542116,0.015622882281465583,0.33602541253032103,0.7368543189205785,8021,26952,4458,leprm,mcs,0.02527286398726813,-0.014773493060183902
post36,-0.03745471651300434,0.016166569806281342,-2.3168004692282786,0.020522061497965476,7149,26952,4458,leprm,mcs,-0.016734508774182887,-0.05817492425182579
post48,0.014176411583588974,0.01839570978838181,0.7706368357986588,0.4409289761019536,6308,26952,4458,leprm,mcs,0.03775393177114118,-0.009401108603963234
pre24,-0.02340248005582294,0.011045010066274313,-2.1188283139081854,0.03410961350652861,16344,53044,8140,lejob,mcs,-0.009247157947066197,-0.037557802164579684
pre12,-0.05023478216506549,0.010647408885800189,-4.7180288372376316,2.3874662899741095e-6,18185,53044,8140,lejob,mcs,-0.036589082913196604,-0.06388048141693438
